No.,Trade Date,Type,Ticker,Direction,Call/Put,Currency,Spot Price,% to Strike,Strike,Ref Price,Strike %,Prem Left,Expiry Date,DTE,Quantity,Notl (Local),Notl ($),Delta Notl,Broker,% Premium,Status,Premium ($),Delivery PnL,Combined PnL,Strategy,Notes,FX,Cum Premium,Entry Price,Current Price,Date,C/P,BBG Ticker
381,9-Jun-23,Listed - Index,SPX,Buy,Put,USD,4348.33,3%,4225.00,4304,98.2%,,23-Jun-23,0,100,$43.04,$42.25,,MS,-0.26%,Expired,"-$110,205",$0,"-$110,205",,,1,"$4,233,500",,,06/23/23,P,
382,9-Jun-23,Listed - Index,SPX,Buy,Put,USD,4378.41,4%,4200.00,4304,97.6%,,27-Jun-23,0,50,$21.52,$21.00,,MS,-0.24%,Expired,"-$51,442",$0,"-$51,442",,,1,"$4,182,058",,,06/27/23,P,
383,9-Jun-23,Listed - Index,SPX,Sell,Call,USD,4396.44,0%,4380.00,4304,101.8%,,29-Jun-23,0,10,$4.30,$4.38,,MS,0.33%,Exercised,"$14,280",-$164,"$14,115",,,1,"$4,196,337",,,06/29/23,C,
384,9-Jun-23,Listed - Index,SPX,Sell,Call,USD,4396.44,0%,4400.00,4304,102.2%,,29-Jun-23,0,10,$4.30,$4.40,,MS,0.35%,Expired,"$14,980",$0,"$14,980",,,1,"$4,211,317",,,06/29/23,C,
385,9-Jun-23,Listed - Index,SPX,Buy,Put,USD,4396.44,5%,4200.00,4304,97.6%,,29-Jun-23,0,50,$21.52,$21.00,,MS,-0.28%,Expired,"-$60,893",$0,"-$60,893",,,1,"$4,150,424",,,06/29/23,P,
386,9-Jun-23,Listed - Index,SPX,Buy,Put,USD,4450.38,6%,4200.00,4304,97.6%,,30-Jun-23,0,50,$21.52,$21.00,,MS,-0.31%,Expired,"-$66,203",$0,"-$66,203",,,1,"$4,084,222",,,06/30/23,P,
387,9-Jun-23,Listed - Index,SPX,Sell,Call,USD,4439.26,-1%,4400.00,4304,102.2%,,11-Jul-23,0,50,$21.52,$22.00,,MS,0.48%,Exercised,"$103,908","-$1,963","$101,945",,,1,"$4,188,129",,,07/11/23,C,
388,9-Jun-23,Listed - Index,SPX,Buy,Put,USD,4439.26,7%,4150.00,4304,96.4%,,11-Jul-23,0,50,$21.52,$20.75,,MS,-0.36%,Expired,"-$76,453",$0,"-$76,453",,,1,"$4,111,677",,,07/11/23,P,
389,12-Jun-23,OTC - Stock,PDD US,Sell,Call,USD,75.34,17%,88.31,76.7916,115.0%,,12-Jul-23,0,"26,000",$2.00,$2.30,,GS,1.60%,Expired,"$31,945",$0,"$31,945",,,1,"$4,143,622",,,07/12/23,C,
390,12-Jun-23,OTC - Stock,ONON US,Sell,Put,USD,29.85,5%,28.45,29.95,95.0%,,14-Jun-23,0,"33,300",$1.00,$0.95,,MS,0.25%,Expired,"$2,494",$0,"$2,494",,,1,"$4,146,116",,,06/14/23,P,
391,12-Jun-23,OTC - Stock,SWAV US,Sell,Put,USD,299.77,10%,271.89,285.9,95.1%,,20-Jun-23,0,"7,000",$2.00,$1.90,,MS,1.10%,Expired,"$21,952",$0,"$21,952",,,1,"$4,168,068",,,06/20/23,P,
392,12-Jun-23,OTC - Stock,SWAV US,Buy,Call,USD,299.77,0%,300.19,285.9,105.0%,,20-Jun-23,0,"7,000",$2.00,$2.10,,MS,-1.10%,Expired,"-$21,952",$0,"-$21,952",,,1,"$4,146,116",,,06/20/23,C,
393,12-Jun-23,OTC - Stock,ONON US,Sell,Put,USD,29.74,5%,28.40,29.85,95.1%,,13-Jun-23,0,"33,449",$1.00,$0.95,,UBS,0.15%,Expired,"$1,488",$0,"$1,488",,,1,"$4,147,605",,,06/13/23,P,
394,12-Jun-23,OTC - Stock,ONON US,Sell,Put,USD,29.85,5%,28.40,29.85,95.1%,,14-Jun-23,0,"33,449",$1.00,$0.95,,UBS,0.32%,Expired,"$3,241",$0,"$3,241",,,1,"$4,150,846",,,06/14/23,P,
395,12-Jun-23,Listed - Stock,NTES US,Sell,Call,USD,102.21,3%,105.00,93.34,112.5%,,21-Jul-23,0,"21,500",$2.01,$2.26,,MS,1.20%,Expired,"$24,080",$0,"$24,080",,,1,"$4,174,926",,,07/21/23,C,NTES US 07/21/23 C105 Equity
396,13-Jun-23,OTC - Stock,SMCI US,Buy,Call,USD,222.4,15%,256.20,244,105.0%,,20-Jun-23,0,"4,098",$1.00,$1.05,,UBS,-2.06%,Expired,"-$20,604",$0,"-$20,604",,,1,"$4,154,322",,,06/20/23,C,
397,13-Jun-23,OTC - Stock,SMCI US,Sell,Put,USD,222.4,-3%,229.97,244,94.3%,,20-Jun-23,0,"4,098",$1.00,$0.94,,UBS,2.06%,Exercised,"$20,604","-$31,022","-$10,418",,,1,"$4,174,926",,,06/20/23,P,
398,14-Jun-23,OTC - Stock,ONON US,Buy,Call,USD,28.77,9%,31.40,29.909,105.0%,,21-Jun-23,0,"66,869",$2.00,$2.10,,UBS,-0.85%,Expired,"-$16,998",$0,"-$16,998",,,1,"$4,157,928",,,06/21/23,C,
399,14-Jun-23,OTC - Stock,ONON US,Sell,Put,USD,28.77,0%,28.80,29.909,96.3%,,21-Jun-23,0,"66,869",$2.00,$1.93,,UBS,0.85%,Exercised,"$16,998","-$2,006","$14,992",,,1,"$4,174,926",,,06/21/23,P,
400,14-Jun-23,Listed - Stock,EVO SS,Sell,Put,SEK,1282.6,2%,1260.00,1404,89.7%,,21-Jul-23,0,100,$0.14,$0.01,,MS,0.82%,Expired,$108,$0,$108,,,0.096176,"$4,175,034",,,07/21/23,P,EVO SS 07/21/23 P1260 Equity
401,15-Jun-23,OTC - Stock,ONON US,Sell,Put,USD,29.93,7%,28.02,29.4966,95.0%,,16-Jun-23,0,"5,424",$0.16,$0.15,,UBS,0.11%,Expired,$182,$0,$182,,,1,"$4,175,216",,,06/16/23,P,
402,15-Jun-23,OTC - Stock,ONON US,Sell,Put,USD,29.51,5%,28.02,29.4966,95.0%,,20-Jun-23,0,"5,424",$0.16,$0.15,,UBS,0.26%,Expired,$411,$0,$411,,,1,"$4,175,627",,,06/20/23,P,
403,15-Jun-23,OTC - Stock,TMDX US,Sell,Put,USD,78.63,4%,75.69,79.677,95.0%,,16-Jun-23,0,"12,550",$1.00,$0.95,,UBS,0.10%,Expired,"$1,000",$0,"$1,000",,,1,"$4,176,628",,,06/16/23,P,
404,15-Jun-23,OTC - Stock,UMG NA,Sell,Call,EUR,23.02,0%,23.00,20.05,114.7%,,18-Aug-23,0,"92,004",$1.84,$2.32,,MS,0.40%,Exercised,"$7,360","-$2,001","$5,360",,,1.0873,"$4,183,988",,,08/18/23,C,
405,15-Jun-23,Listed - Stock,RMS FP,Sell,Put,EUR,1915,20%,1600.00,1934,82.7%,,21-Jul-23,0,"1,000",$1.93,$1.75,,MS,0.22%,Expired,"$4,286",$0,"$4,286",,,1.1124,"$4,188,274",,,07/21/23,P,RMS FP 07/21/23 P1600 Equity
406,15-Jun-23,Listed - Stock,RMS FP,Sell,Put,EUR,1915,13%,1700.00,1934,87.9%,,21-Jul-23,0,"1,000",$1.93,$1.86,,MS,0.38%,Expired,"$7,350",$0,"$7,350",,,1.1124,"$4,195,623",,,07/21/23,P,RMS FP 07/21/23 P1700 Equity
407,16-Jun-23,Listed - Stock,ADYEN NA,Sell,Put,EUR,1545.4,14%,1360.00,1590,85.5%,,21-Jul-23,0,340,$0.54,$0.51,,MS,0.38%,Expired,"$2,067",$0,"$2,067",,,1.1124,"$4,197,690",,,07/21/23,P,ADYEN NA 07/21/23 P1360 Equity
408,20-Jun-23,OTC - Stock,STAA US,Sell,Put,USD,50.8,5%,48.40,50.3138,96.2%,,27-Jun-23,0,"1,600",$0.08,$0.08,,MS,1.33%,Expired,"$1,069",$0,"$1,069",,,1,"$4,198,759",,,06/27/23,P,
409,20-Jun-23,OTC - Stock,STAA US,Buy,Call,USD,50.8,4%,52.83,50.3138,105.0%,,27-Jun-23,0,"1,600",$0.08,$0.08,,MS,-1.33%,Expired,"-$1,069",$0,"-$1,069",,,1,"$4,197,690",,,06/27/23,C,
410,26-Jun-23,OTC - Stock,EVO SS,Sell,Put,SEK,1282.6,6%,1215.00,1335.5196,91.0%,,21-Jul-23,0,"7,180",$9.59,$0.81,,UBS,0.63%,Expired,"$5,640",$0,"$5,640",,,0.096176,"$4,203,330",,,07/21/23,P,
411,26-Jun-23,Listed - Stock,EVO SS,Sell,Put,SEK,1282.6,6%,1215.00,1335,91.0%,,21-Jul-23,0,"4,000",$5.34,$0.45,,MS,0.80%,Expired,"$3,961",$0,"$3,961",,,0.096176,"$4,207,291",,,07/21/23,P,EVO SS 07/21/23 P1215 Equity
412,27-Jun-23,OTC - Stock,002050 CH,Sell,Put,CNY,27.24,8%,25.30,29.7622,85.0%,,27-Jul-23,0,"248,300",$7.39,$0.87,,UBS,0.85%,Expired,"$8,673",$0,"$8,673",,,0.139518661,"$4,215,964",,,07/27/23,P,
413,27-Jun-23,Listed - Stock,SMCI US,Sell,Put,USD,334.5,67%,200.00,220,90.9%,,28-Jul-23,0,"1,100",$0.24,$0.22,,UBS,3.36%,Expired,"$8,123",$0,"$8,123",,,1,"$4,224,087",,,07/28/23,P,SMCI US 07/28/23 P200 Equity
414,27-Jun-23,OTC - Stock,SMCI US,Sell,Put,USD,235.94,13%,208.98,219.9834,95.0%,,28-Jun-23,0,"4,545",$1.00,$0.95,,UBS,0.15%,Expired,"$1,500",$0,"$1,500",,,1,"$4,225,587",,,06/28/23,P,
415,27-Jun-23,OTC - Stock,SWAV US,Sell,Put,USD,275.42,1%,271.72,284.825,95.4%,,5-Jul-23,0,"7,021",$2.00,$1.91,,UBS,1.00%,Expired,"$19,998",$0,"$19,998",,,1,"$4,245,585",,,07/05/23,P,
416,27-Jun-23,OTC - Stock,SWAV US,Buy,Call,USD,275.42,9%,299.07,284.825,105.0%,,5-Jul-23,0,"7,021",$2.00,$2.10,,UBS,-1.00%,Expired,"-$19,998",$0,"-$19,998",,,1,"$4,225,587",,,07/05/23,C,
417,27-Jun-23,Listed - Stock,EVO SS,Sell,Put,SEK,1282.6,6%,1215.00,1335,91.0%,,21-Jul-23,0,"1,500",$2.00,$0.17,,MS,0.70%,Expired,"$1,312",$0,"$1,312",,,0.096176,"$4,226,899",,,07/21/23,P,EVO SS 07/21/23 P1215 Equity
418,28-Jun-23,OTC - Stock,688392 CH,Sell,Put,CNY,84.81,-7%,91.13,101.2549,90.0%,,28-Jul-23,0,"72,000",$7.29,$0.91,,MS,2.05%,Exercised,"$20,671","-$63,655","-$42,984",,,0.139889487,"$4,247,570",,,07/28/23,P,
419,28-Jun-23,OTC - Stock,688392 CH,Sell,Put,CNY,84.81,-1%,86.07,101.2549,85.0%,,28-Jul-23,0,"144,000",$14.58,$1.71,,MS,1.05%,Exercised,"$21,182","-$25,382","-$4,199",,,0.139889487,"$4,268,753",,,07/28/23,P,
420,29-Jun-23,OTC - Stock,688506 CH,Sell,Put,CNY,89,34%,66.65,74.0571,90.0%,,31-Jul-23,0,"98,900",$7.32,$0.91,,UBS,2.32%,Expired,"$23,408",$0,"$23,408",,,0.14000112,"$4,292,161",,,07/31/23,P,
421,29-Jun-23,OTC - Stock,688506 CH,Sell,Put,CNY,89,42%,62.48,73.5,85.0%,,31-Jul-23,0,"197,700",$14.53,$1.70,,UBS,1.14%,Expired,"$22,829",$0,"$22,829",,,0.14000112,"$4,314,990",,,07/31/23,P,
422,29-Jun-23,Listed - Stock,PDD US,Sell,Put,USD,89.35,54%,58.00,67.45,86.0%,,28-Jul-23,0,"6,800",$0.46,$0.39,,UBS,0.81%,Expired,"$3,714",$0,"$3,714",,,1,"$4,318,704",,,07/28/23,P,PDD US 07/28/23 P58 Equity
423,29-Jun-23,Listed - Stock,NTES US,Sell,Call,USD,102.21,8%,110.00,97.6,112.7%,,21-Jul-23,0,200,$0.02,$0.02,,UBS,0.44%,Expired,$87,$0,$87,,,1,"$4,318,791",,,07/21/23,C,NTES US 07/21/23 C110 Equity
424,29-Jun-23,Listed - Stock,EVO SS,Sell,Put,SEK,1282.6,6%,1215.00,1334,91.1%,,21-Jul-23,0,"1,500",$2.00,$0.17,,MS,0.71%,Expired,"$1,333",$0,"$1,333",,,0.096176,"$4,320,124",,,07/21/23,P,EVO SS 07/21/23 P1215 Equity
425,30-Jun-23,OTC - Stock,SWAV US,Sell,Put,USD,261.77,-5%,275.42,288.4,95.5%,,7-Jul-23,0,"6,900",$1.99,$1.90,,MS,0.87%,Exercised,"$17,250","-$94,185","-$76,935",,,1,"$4,337,374",,,07/07/23,P,
426,30-Jun-23,OTC - Stock,SWAV US,Buy,Call,USD,261.77,16%,302.82,288.4,105.0%,,7-Jul-23,0,"6,900",$1.99,$2.09,,MS,-0.87%,Expired,"-$17,250",$0,"-$17,250",,,1,"$4,320,124",,,07/07/23,C,
427,4-Jul-23,OTC - Stock,688392 CH,Sell,Put,CNY,93.26,2%,91.88,108.0983,85.0%,,4-Aug-23,0,"66,900",$7.23,$0.85,,MS,1.07%,Expired,"$10,711",$0,"$10,711",,,0.139413626,"$4,330,834",,,08/04/23,P,
428,4-Jul-23,OTC - Stock,688392 CH,Sell,Put,CNY,93.26,-4%,97.29,108.0983,90.0%,,4-Aug-23,0,"66,900",$7.23,$0.90,,MS,2.06%,Exercised,"$20,632","-$37,587","-$16,955",,,0.139413626,"$4,351,466",,,08/04/23,P,
429,5-Jul-23,OTC - Stock,PYPL US,Sell,Call,USD,73.98,1%,75.00,68.7503,109.1%,,28-Jul-23,0,"14,500",$1.00,$1.09,,GS,0.70%,Expired,"$6,953",$0,"$6,953",,,1,"$4,358,419",,,07/28/23,C,
430,5-Jul-23,OTC - Stock,SWAV US,Sell,Put,USD,281.17,7%,261.61,274.0803,95.4%,,12-Jul-23,0,"3,600",$0.99,$0.94,,GS,1.09%,Expired,"$10,800",$0,"$10,800",,,1,"$4,369,219",,,07/12/23,P,
431,5-Jul-23,OTC - Stock,SWAV US,Buy,Call,USD,281.17,2%,287.78,274.0803,105.0%,,12-Jul-23,0,"3,600",$0.99,$1.04,,GS,-1.09%,Expired,"-$10,800",$0,"-$10,800",,,1,"$4,358,419",,,07/12/23,C,
432,5-Jul-23,OTC - Stock,SWAV US,Sell,Put,USD,281.17,7%,261.65,274.1234,95.4%,,12-Jul-23,0,"3,647",$1.00,$0.95,,UBS,1.00%,Expired,"$9,997",$0,"$9,997",,,1,"$4,368,416",,,07/12/23,P,
433,5-Jul-23,OTC - Stock,SWAV US,Buy,Call,USD,281.17,2%,287.83,274.1234,105.0%,,12-Jul-23,0,"3,647",$1.00,$1.05,,UBS,-1.00%,Expired,"-$9,997",$0,"-$9,997",,,1,"$4,358,419",,,07/12/23,C,
434,5-Jul-23,OTC - Stock,PYPL US,Sell,Call,USD,73.98,1%,75.00,68.8105,109.0%,,28-Jul-23,0,"14,500",$1.00,$1.09,,MS,0.72%,Expired,"$7,159",$0,"$7,159",,,1,"$4,365,578",,,07/28/23,C,
435,5-Jul-23,OTC - Stock,PDD US,Sell,Call,USD,87.5,-6%,82.00,71.5,114.7%,,4-Aug-23,0,"28,000",$2.00,$2.30,,MS,1.27%,Exercised,"$25,508","-$154,000","-$128,492",,,1,"$4,391,086",,,08/04/23,C,
436,5-Jul-23,Listed - Stock,ASML US,Sell,Put,USD,754.02,10%,685.00,721,95.0%,,14-Jul-23,0,"2,800",$2.02,$1.92,,UBS,0.25%,Expired,"$4,996",$0,"$4,996",,,1,"$4,396,082",,,07/14/23,P,ASML US 07/14/23 P685 Equity
437,5-Jul-23,Listed - Stock,ONON US,Sell,Call,USD,34.55,13%,39.00,33.1,117.8%,,11-Aug-23,0,"10,300",$0.34,$0.40,,UBS,0.71%,Expired,"$2,415",$0,"$2,415",,,1,"$4,398,497",,,08/11/23,C,ONON US 08/11/23 C39 Equity
438,5-Jul-23,Listed - Stock,UMG NA,Sell,Call,EUR,21.87,3%,22.60,20.5,110.2%,,21-Jul-23,0,"38,600",$0.79,$0.95,,MS,0.40%,Expired,"$2,932",$0,"$2,932",,,1.1124,"$4,401,429",,,07/21/23,C,UMG NA 07/21/23 C22.6 Equity
439,5-Jul-23,OTC - Stock,TMDX US,Sell,Put,USD,88.77,14%,77.98,80.9499,96.3%,,12-Jul-23,0,"4,700",$0.38,$0.37,,GS,1.03%,Expired,"$3,929",$0,"$3,929",,,1,"$4,405,357",,,07/12/23,P,
440,5-Jul-23,OTC - Stock,TMDX US,Buy,Call,USD,88.77,-4%,85.00,80.9499,105.0%,,12-Jul-23,0,"4,700",$0.38,$0.40,,GS,-1.03%,Exercised,"-$3,929","$17,731","$13,802",,,1,"$4,401,429",,,07/12/23,C,
441,6-Jul-23,OTC - Stock,688506 CH,Sell,Put,CNY,80.98,6%,76.50,85,90.0%,,7-Aug-23,0,"85,260",$7.25,$0.90,,UBS,2.52%,Expired,"$25,195",$0,"$25,195",,,0.139022118,"$4,426,624",,,08/07/23,P,
442,6-Jul-23,OTC - Stock,RMS FP,Sell,Put,EUR,1915,13%,1700.00,1885.35,90.2%,,21-Jul-23,0,500,$0.94,$0.92,,UBS,0.30%,Expired,"$2,604",$0,"$2,604",,,1.1124,"$4,429,228",,,07/21/23,P,
443,6-Jul-23,Listed - Stock,RMS FP,Sell,Put,EUR,1915,13%,1700.00,1885,90.2%,,21-Jul-23,0,100,$0.19,$0.18,,MS,0.27%,Expired,$475,$0,$475,,,1.1124,"$4,429,703",,,07/21/23,P,RMS FP 07/21/23 P1700 Equity
444,6-Jul-23,OTC - Stock,UMG NA,Sell,Call,EUR,21.87,3%,22.60,20.6,109.7%,,21-Jul-23,0,"90,000",$1.85,$2.21,,UBS,0.26%,Expired,"$4,393",$0,"$4,393",,,1.1124,"$4,434,096",,,07/21/23,C,
445,6-Jul-23,OTC - Stock,ONON US,Sell,Put,USD,33.55,13%,29.65,31.1309,95.2%,,13-Jul-23,0,"32,000",$1.00,$0.95,,MS,0.94%,Expired,"$9,379",$0,"$9,379",,,1,"$4,443,476",,,07/13/23,P,
446,6-Jul-23,OTC - Stock,ONON US,Buy,Call,USD,33.55,-3%,32.69,31.1309,105.0%,,13-Jul-23,0,"32,000",$1.00,$1.05,,MS,-0.94%,Exercised,"-$9,379","$27,520","$18,141",,,1,"$4,434,096",,,07/13/23,C,
447,7-Jul-23,OTC - Stock,002050 CH,Sell,Put,CNY,28.75,12%,25.56,28.3984,90.0%,,7-Aug-23,0,"255,100",$7.24,$0.90,,MS,1.25%,Expired,"$12,501",$0,"$12,501",,,0.139022118,"$4,446,598",,,08/07/23,P,
448,10-Jul-23,OTC - Stock,688392 CH,Sell,Put,CNY,96.63,11%,87.06,102.42,85.0%,,10-Aug-23,0,"70,300",$7.20,$0.85,,UBS,1.07%,Expired,"$10,608",$0,"$10,608",,,0.138527179,"$4,457,206",,,08/10/23,P,
449,10-Jul-23,OTC - Stock,688506 CH,Sell,Put,CNY,83,16%,71.38,83.9792,85.0%,,10-Aug-23,0,"87,500",$7.35,$0.86,,MS,1.50%,Expired,"$15,234",$0,"$15,234",,,0.138527179,"$4,472,440",,,08/10/23,P,
450,11-Jul-23,Listed - Stock,SMCI US,Sell,Put,USD,243.55,1%,240.00,264,90.9%,,18-Aug-23,0,"3,700",$0.98,$0.89,,UBS,5.90%,Expired,"$57,632",$0,"$57,632",,,1,"$4,530,071",,,08/18/23,P,SMCI US 08/18/23 P240 Equity
451,11-Jul-23,Listed - Stock,SMCI US,Sell,Put,USD,243.55,1%,240.00,264,90.9%,,18-Aug-23,0,800,$0.21,$0.19,,UBS,5.09%,Expired,"$10,757",$0,"$10,757",,,1,"$4,540,829",,,08/18/23,P,SMCI US 08/18/23 P240 Equity
452,11-Jul-23,OTC - Stock,NOVOB DC,Sell,Put,DKK,1251.2,33%,939.24,1043.599,90.0%,,18-Aug-23,0,"13,069",$13.64,$1.81,,GS,1.16%,Expired,"$23,348",$0,"$23,348",,,0.1459,"$4,564,177",,,08/18/23,P,
453,11-Jul-23,OTC - Stock,NOVOB DC,Sell,Put,DKK,1279.8,29%,991.42,1043.599,95.0%,,8-Aug-23,0,"6,540",$6.83,$0.96,,GS,1.55%,Expired,"$15,612",$0,"$15,612",,,0.147,"$4,579,789",,,08/08/23,P,
454,11-Jul-23,OTC - Stock,NOVOB DC,Sell,Put,DKK,1279.8,37%,931.99,1035.54,90.0%,,8-Aug-23,0,"13,088",$13.55,$1.80,,UBS,0.60%,Expired,"$11,901",$0,"$11,901",,,0.147,"$4,591,690",,,08/08/23,P,
455,12-Jul-23,Listed - Stock,PDD US,Sell,Call,USD,81.55,4%,85.00,74.6,113.9%,,11-Aug-23,0,"53,100",$3.96,$4.51,,UBS,1.70%,Expired,"$67,312",$0,"$67,312",,,1,"$4,659,003",,,08/11/23,C,PDD US 08/11/23 C85 Equity
456,12-Jul-23,OTC - Stock,SWAV US,Sell,Put,USD,267.77,2%,262.58,277.1274,94.8%,,19-Jul-23,0,"7,216",$2.00,$1.89,,UBS,1.35%,Expired,"$26,996",$0,"$26,996",,,1,"$4,685,999",,,07/19/23,P,
457,12-Jul-23,OTC - Stock,SWAV US,Buy,Call,USD,267.77,9%,290.98,277.1274,105.0%,,19-Jul-23,0,"7,216",$2.00,$2.10,,UBS,-1.35%,Expired,"-$26,996",$0,"-$26,996",,,1,"$4,659,003",,,07/19/23,C,
458,12-Jul-23,OTC - Stock,UMG NA,Sell,Call,EUR,23.02,4%,23.97,20.844,115.0%,,18-Aug-23,0,"86,355",$1.80,$2.28,,UBS,0.49%,Expired,"$8,834",$0,"$8,834",,,1.0873,"$4,667,837",,,08/18/23,C,
459,13-Jul-23,Listed - Stock,NTES US,Sell,Put,USD,102.21,2%,100.00,104.3,95.9%,,21-Jul-23,0,200,$0.02,$0.02,,UBS,0.58%,Expired,$122,$0,$122,,,1,"$4,667,959",,,07/21/23,P,NTES US 07/21/23 P100 Equity
460,13-Jul-23,Listed - Stock,STAA US,Sell,Call,USD,43.05,63%,70.00,58.1,120.5%,,18-Aug-23,0,"8,800",$0.51,$0.68,,UBS,1.18%,Expired,"$6,032",$0,"$6,032",,,1,"$4,673,991",,,08/18/23,C,STAA US 08/18/23 C70 Equity
461,13-Jul-23,OTC - Index,NKA,Buy,Call,JPY,32410,0%,32250.00,32410,99.5%,,14-Jul-23,0,"112,100","$3,633.16",$26.07,,UBS,0.00%,Unwound,"-$181,445","$129,222","-$52,223",,,0.007204611,"$4,492,545",,,07/14/23,C,
462,13-Jul-23,OTC - Index,NKA,Buy,Call,JPY,32410,-1%,32000.00,32410,98.7%,,14-Jul-23,0,"112,100","$3,633.16",$25.86,,UBS,0.00%,Unwound,"-$366,851","$331,131","-$35,720",,,0.007204611,"$4,125,695",,,07/14/23,C,
463,13-Jul-23,OTC - Index,NKA,Sell,Put,JPY,32410,8%,29875.00,32410,92.2%,,14-Jul-23,0,"112,100","$3,633.16",$24.15,,UBS,0.00%,Unwound,$768,$0,$768,,,0.007204611,"$4,126,463",,,07/14/23,P,
464,13-Jul-23,OTC - Index,NKA,Sell,Put,JPY,32410,9%,29625.00,32410,91.4%,,14-Jul-23,0,"112,100","$3,633.16",$23.94,,UBS,0.00%,Unwound,$768,$0,$768,,,0.007204611,"$4,127,230",,,07/14/23,P,
465,13-Jul-23,OTC - Stock,NKA,Sell,Call,JPY,32013.86,0%,32000.00,32410,98.7%,,10-Aug-23,0,"112,100","$3,633.16",$25.86,,UBS,2.75%,Unwound,"$719,315","-$10,734","$708,581",,,0.006908463,"$4,846,545",,,08/10/23,C,
466,13-Jul-23,OTC - Stock,NKA,Buy,Put,JPY,32013.86,7%,29875.00,32410,92.2%,,10-Aug-23,0,"112,100","$3,633.16",$24.15,,UBS,-0.23%,Expired,"-$59,000",$0,"-$59,000",,,0.006908463,"$4,787,545",,,08/10/23,P,
467,13-Jul-23,OTC - Stock,NKA,Sell,Call,JPY,32013.86,1%,32250.00,32410,99.5%,,10-Aug-23,0,"112,100","$3,633.16",$26.07,,UBS,2.27%,Expired,"$594,890",$0,"$594,890",,,0.006908463,"$5,382,435",,,08/10/23,C,
468,13-Jul-23,OTC - Stock,NKA,Buy,Put,JPY,32013.86,8%,29625.00,32410,91.4%,,10-Aug-23,0,"112,100","$3,633.16",$23.94,,UBS,-0.19%,Expired,"-$50,918",$0,"-$50,918",,,0.006908463,"$5,331,517",,,08/10/23,P,
469,14-Jul-23,OTC - Stock,688392 CH,Sell,Put,CNY,95.35,8%,88.09,103.63,85.0%,,14-Aug-23,0,"69,000",$7.15,$0.84,,MS,1.07%,Expired,"$10,712",$0,"$10,712",,,0.137792292,"$5,342,229",,,08/14/23,P,
470,14-Jul-23,OTC - Stock,688392 CH,Sell,Put,CNY,95.35,2%,93.27,103.63,90.0%,,14-Aug-23,0,"69,000",$7.15,$0.89,,MS,2.06%,Expired,"$20,623",$0,"$20,623",,,0.137792292,"$5,362,852",,,08/14/23,P,
471,14-Jul-23,OTC - Stock,688506 CH,Sell,Put,CNY,84.4,8%,78.12,91.903,85.0%,,14-Aug-23,0,"80,700",$7.42,$0.87,,MS,1.50%,Expired,"$15,603",$0,"$15,603",,,0.137792292,"$5,378,455",,,08/14/23,P,
472,14-Jul-23,OTC - Stock,688506 CH,Sell,Put,CNY,84.4,2%,82.66,91.8447,90.0%,,14-Aug-23,0,"77,730",$7.14,$0.89,,UBS,2.58%,Expired,"$25,744",$0,"$25,744",,,0.137792292,"$5,404,199",,,08/14/23,P,
473,14-Jul-23,OTC - Stock,SWAV US,Sell,Put,USD,275.98,6%,259.95,270.5,96.1%,,21-Jul-23,0,"3,700",$1.00,$0.96,,MS,1.28%,Expired,"$12,766",$0,"$12,766",,,1,"$5,416,965",,,07/21/23,P,
474,14-Jul-23,OTC - Stock,SWAV US,Buy,Call,USD,275.98,3%,284.02,270.5,105.0%,,21-Jul-23,0,"3,700",$1.00,$1.05,,MS,-1.28%,Expired,"-$12,766",$0,"-$12,766",,,1,"$5,404,199",,,07/21/23,C,
475,14-Jul-23,Listed - Stock,PYPL US,Sell,Call,USD,73.98,1%,75.00,72.1,104.0%,,28-Jul-23,0,"27,700",$2.00,$2.08,,UBS,1.23%,Expired,"$24,470",$0,"$24,470",,,1,"$5,428,669",,,07/28/23,C,PYPL US 07/28/23 C75 Equity
476,18-Jul-23,Listed - Stock,SMCI US,Sell,Put,USD,243.55,-13%,280.00,308.5,90.8%,,18-Aug-23,0,100,$0.03,$0.03,,UBS,4.95%,Exercised,"$1,528","-$3,645","-$2,117",,,1,"$5,430,197",,,08/18/23,P,SMCI US 08/18/23 P280 Equity
477,18-Jul-23,Listed - Stock,TSLA US,Sell,Put,USD,215.42,-6%,230.00,288.6,79.7%,,18-Aug-23,0,"3,700",$1.07,$0.85,,UBS,0.79%,Exercised,"$8,396","-$53,946","-$45,550",,,1,"$5,438,593",,,08/18/23,P,TSLA US 08/18/23 P230 Equity
478,19-Jul-23,OTC - Stock,RMS FP,Sell,Put,USD,1875.6,16%,1619.91,1905.78,85.0%,,21-Aug-23,0,500,$0.95,$0.81,,UBS,0.44%,Expired,"$4,183",$0,"$4,183",,,1,"$5,442,776",,,08/21/23,P,
479,19-Jul-23,OTC - Stock,RMS FP,Sell,Put,USD,1875.6,9%,1715.20,1905.78,90.0%,,21-Aug-23,0,500,$0.95,$0.86,,UBS,0.77%,Expired,"$7,347",$0,"$7,347",,,1,"$5,450,123",,,08/21/23,P,
480,19-Jul-23,OTC - Stock,UMG NA,Sell,Call,USD,23.02,4%,23.98,21.802,110.0%,,21-Aug-23,0,"45,000",$0.98,$1.08,,UBS,0.74%,Expired,"$8,192",$0,"$8,192",,,1,"$5,458,315",,,08/21/23,C,
